,sgName,ABL_Plasmid_1,ABL_Plasmid_2,K562_ABE_1,K562_ABE_2
2248,BCRABL_2085,1416,1989,1020,870
2249,BCRABL_2121,1063,1503,764,768
2250,BCRABL_2326,894,1187,513,413
2251,BCRABL_801,1847,2571,1049,873
2252,BCRABL_1203,2931,3841,911,641
2253,BCRABL_2380,3128,4449,2243,2090
2254,BCRABL_2531,697,907,513,556
2255,BCRABL_1823,2677,3742,2097,1936
2256,BCRABL_2705,9883,13356,4929,4470
2257,BCRABL_1254,1372,1809,722,630
2258,BCRABL_2014,2007,3002,1447,1453
2259,BCRABL_1550,42,59,21,39
2260,BCRABL_3029,2810,3687,1704,1701
2261,BCRABL_738,1753,2396,1031,954
2262,BCRABL_846,2572,3409,1757,1614
2263,BCRABL_1536,7274,9780,4262,4104
2264,BCRABL_2210,2062,2978,1501,1217
2265,BCRABL_1542,533,728,375,392
2266,BCRABL_995,780,1084,534,468
2267,BCRABL_624,4148,5402,2346,2032
2268,BCRABL_2126,1884,2664,1264,1183
2269,BCRABL_3027,1500,2069,804,936
2270,BCRABL_524,1814,2384,715,643
2271,BCRABL_2117,1118,1425,812,663
2272,BCRABL_1860,879,1116,451,436
2273,BCRABL_1469,3092,4597,1793,1755
2274,BCRABL_2926,5126,6812,2868,2744
2275,BCRABL_1498,2009,2744,1349,1130
2276,BCRABL_1160,2815,3735,1842,1667
2277,BCRABL_2211,4921,6929,3240,2920
2278,BCRABL_317,694,933,391,362
2279,BCRABL_368,3658,5008,2547,2185
2280,BCRABL_2947,601,805,264,359
2281,BCRABL_1774,1642,2234,1070,1094
2282,BCRABL_2677,1232,1669,861,858
2283,BCRABL_2533,338,383,210,206
2284,BCRABL_2560,943,1278,627,612
2285,BCRABL_1565,1843,2484,1081,1067
2286,BCRABL_2845,4107,5448,2374,2108
2287,BCRABL_850,730,1025,426,429
2288,BCRABL_494,6369,8466,3676,3078
2289,BCRABL_2012,1576,2056,917,831
2290,BCRABL_2798,104,136,54,74
2291,BCRABL_3117,1998,2830,354,338
2292,BCRABL_2306,3297,4367,2255,1870
2293,BCRABL_2856,2898,3674,1798,1737
2294,BCRABL_2709,907,1261,610,550
2295,BCRABL_315,663,860,424,305
2296,BCRABL_2759,398,481,197,225
2297,BCRABL_1314,754,1037,494,501
2298,BCRABL_2917,734,945,439,393
2299,BCRABL_1567,4634,6506,3059,3048
2300,BCRABL_2378,13447,17400,7363,6856
2301,BCRABL_2910,1231,1775,775,653
2302,BCRABL_2365,1289,1766,798,767
2303,BCRABL_1198,455,561,216,132
2304,BCRABL_1411,3443,4566,1908,1693
2305,BCRABL_1861,602,726,242,233
2306,BCRABL_1563,1556,2112,1013,969
2307,BCRABL_1937,5462,7682,2882,2755
2308,BCRABL_1128,2318,2952,1417,1169
2309,BCRABL_1129,3437,4679,2352,2292
2310,BCRABL_2355,2037,2744,1309,1347
2311,BCRABL_253,2559,3287,1285,1176
2312,BCRABL_2852,1100,1451,700,735
2313,BCRABL_2625,3964,5321,2343,2209
2314,BCRABL_2547,4347,5666,2636,2581
2315,BCRABL_2844,2492,3355,1488,1400
2316,BCRABL_1805,2856,4139,1660,1499
2317,BCRABL_2535,914,1246,583,649
2318,BCRABL_175,1238,1626,509,499
2319,BCRABL_931,837,1217,484,494
2320,BCRABL_1338,5699,7763,3596,3112
2321,BCRABL_2681,6293,8765,3762,3261
2322,BCRABL_1857,7834,9874,4252,3858
2323,BCRABL_2009,2783,3760,1499,1554
2324,BCRABL_928,6013,8065,4110,3547
2325,BCRABL_1220,26227,35615,13962,12442
2326,BCRABL_1321,2504,3338,1427,1250
2327,BCRABL_289,2403,3168,1388,1210
2328,BCRABL_2118,858,1205,684,627
2329,BCRABL_1929,6056,8508,4243,4221
2330,BCRABL_1470,627,839,474,474
2331,BCRABL_2305,4881,6635,3300,2868
2332,BCRABL_849,363,463,364,291
2333,BCRABL_969,1053,1392,669,651
2334,BCRABL_2309,1633,2110,952,864
2335,BCRABL_1211,1037,1356,686,639
2336,BCRABL_206,304,396,182,190
2337,BCRABL_2802,1708,2369,1179,1021
2338,BCRABL_2127,1381,1867,1146,1001
2339,BCRABL_1782,475,632,290,249
2340,BCRABL_2584,453,613,376,316
2341,BCRABL_1332,10315,13754,7154,5961
2342,BCRABL_2875,3152,4414,2065,1676
2343,BCRABL_587,959,1311,507,522
2344,BCRABL_1426,3063,4106,1695,1545
2345,BCRABL_2499,303,451,239,164
2346,BCRABL_1368,8062,10850,5960,5544
2347,BCRABL_3066,5102,7028,3540,3543
2348,BCRABL_523,688,922,458,384
2349,BCRABL_2498,794,1140,419,454
2350,BCRABL_252,1872,2465,642,716
2351,BCRABL_2666,607,795,529,485
2352,BCRABL_2939,1604,2116,1072,1043
2353,BCRABL_2712,993,1333,586,488
2354,BCRABL_2816,476,643,291,216
2355,BCRABL_1928,712,922,533,517
2356,BCRABL_2538,86,139,53,65
2357,BCRABL_1830,3458,4766,2215,1719
2358,BCRABL_3139,1338,1835,860,822
2359,BCRABL_1437,3925,5408,2792,2593
2360,BCRABL_522,4360,5879,2321,2377
2361,BCRABL_1444,1286,1844,946,971
2362,BCRABL_459,2039,2567,1364,1446
2363,BCRABL_2416,3036,4159,1789,1728
2364,BCRABL_1824,1555,2188,1136,1013
2365,BCRABL_1390,595,774,314,297
2366,BCRABL_1270,2815,3660,1494,1309
2367,BCRABL_1537,8827,11849,4864,4385
2368,BCRABL_2130,1188,1632,692,725
2369,BCRABL_1523,2545,3671,1746,1694
2370,BCRABL_946,2513,3281,1539,1447
2371,BCRABL_1253,1470,1888,959,857
2372,BCRABL_972,2877,3730,1735,1461
2373,BCRABL_521,986,1308,583,525
2374,BCRABL_1095,3538,4461,1890,1707
2375,BCRABL_907,10162,13859,6302,5906
2376,BCRABL_2455,280,341,161,169
2377,BCRABL_1605,1489,2101,1175,1011
2378,BCRABL_985,2714,3767,1850,1686
2379,BCRABL_667,1813,2381,716,645
2380,BCRABL_1021,6418,8626,4541,4440
2381,BCRABL_2080,1035,1443,576,563
2382,BCRABL_457,1480,1878,933,1064
2383,BCRABL_763,230,289,135,92
2384,BCRABL_804,3330,4416,1804,1979
2385,BCRABL_896,1495,2115,974,984
2386,BCRABL_2090,1004,1340,613,652
2387,BCRABL_1832,792,1101,450,476
2388,BCRABL_1466,984,1280,638,640
2389,BCRABL_2330,960,1342,509,407
2390,BCRABL_1730,1316,1699,544,521
2391,BCRABL_2057,1030,1365,545,524
2392,BCRABL_1644,3944,5485,2727,2406
2393,BCRABL_799,8347,11069,4336,4246
2394,BCRABL_2113,895,1124,508,520
2395,BCRABL_1315,23053,31960,13148,11934
2396,BCRABL_606,6021,8045,3453,3336
2397,BCRABL_1487,6921,9126,4184,4161
2398,BCRABL_2903,2428,3219,1509,1152
2399,BCRABL_125,785,1094,393,384
2400,BCRABL_1576,970,1276,693,781
2401,BCRABL_334,1183,1472,731,586
2402,BCRABL_371,2325,3178,1456,1229
2403,BCRABL_2491,827,1027,575,700
2404,BCRABL_2710,1164,1481,930,752
2405,BCRABL_1157,1043,1486,894,684
2406,BCRABL_2624,8445,11143,4822,4281
2407,BCRABL_2125,565,832,330,366
2408,BCRABL_1156,615,841,397,377
2409,BCRABL_2565,2041,2793,1125,1173
2410,BCRABL_2817,1443,1855,924,832
2411,BCRABL_1290,3544,4818,1911,1783
2412,BCRABL_1494,1624,2125,1088,938
2413,BCRABL_367,9051,12477,5396,5177
2414,BCRABL_3076,1395,1895,1085,926
2415,BCRABL_3134,2602,3446,1728,1447
2416,BCRABL_527,5273,6971,2814,2434
2417,BCRABL_2134,1089,1502,749,697
2418,BCRABL_892,1512,2127,1139,943
2419,BCRABL_2692,4835,6410,2613,2636
2420,BCRABL_2582,4475,5875,3006,2676
2421,BCRABL_2752,800,1063,535,503
2422,BCRABL_1272,1101,1492,729,702
2423,BCRABL_2563,4545,6136,2982,2525
2424,BCRABL_2661,4617,6167,2564,2230
2425,BCRABL_2481,1091,1446,813,601
2426,BCRABL_2476,1123,1516,620,513
2427,BCRABL_2373,2822,3803,1760,1936
2428,BCRABL_2691,5034,6680,2555,2371
2429,BCRABL_2367,3066,4057,1862,1798
2430,BCRABL_2328,2339,2974,1269,1275
2431,BCRABL_2700,1128,1429,616,690
2432,BCRABL_1114,609,786,417,331
2433,BCRABL_1815,1727,2252,1131,1022
2434,BCRABL_1493,3877,5217,2230,2169
2435,BCRABL_1897,990,1369,591,611
2436,BCRABL_2496,790,1010,391,516
2437,BCRABL_237,3775,5085,2043,1719
2438,BCRABL_1172,1535,2074,589,615
2439,BCRABL_802,6774,9271,4591,3825
2440,BCRABL_767,12435,16839,6050,5923
2441,BCRABL_2675,1085,1290,724,605
2442,BCRABL_290,3305,4327,1719,1556
2443,BCRABL_118,167,233,109,88
2444,BCRABL_2703,1000,1393,753,604
2445,BCRABL_1727,2565,3469,1354,1271
2446,BCRABL_1033,917,1217,590,500
2447,BCRABL_1060,513,688,335,274
2448,BCRABL_2607,1848,2324,1279,1189
2449,BCRABL_1400,1438,1988,859,920
2450,BCRABL_309,975,1219,455,412
2451,BCRABL_2626,2765,3361,1615,1523
2452,BCRABL_3080,473,653,312,261
2453,BCRABL_1819,2850,3740,1642,1506
2454,BCRABL_518,283,408,158,107
2455,BCRABL_2119,1683,2171,1041,780
2456,BCRABL_202,1109,1395,559,422
2457,BCRABL_2035,505,668,392,417
2458,BCRABL_2132,2974,4089,2120,1775
2459,BCRABL_1109,2292,3184,1212,1044
2460,BCRABL_2914,362,472,194,324
2461,BCRABL_1925,3245,4499,1220,1120
2462,BCRABL_1837,1179,1538,1023,757
2463,BCRABL_2479,703,1026,516,471
2464,BCRABL_2707,1445,1857,971,1010
2465,BCRABL_1568,124,118,122,43
2466,BCRABL_1910,3249,4439,2049,1906
2467,BCRABL_1573,5599,7180,3801,3492
2468,BCRABL_1976,1572,2239,372,331
2469,BCRABL_1089,4341,5870,2686,2277
2470,BCRABL_2602,822,1076,559,555
2471,BCRABL_2846,4971,6531,2881,2527
2472,BCRABL_860,1028,1454,649,672
2473,BCRABL_2464,1497,1805,817,805
2474,BCRABL_2116,859,1121,514,409
2475,BCRABL_2618,2088,2674,1081,919
2476,BCRABL_375,2640,3487,1567,1502
2477,BCRABL_878,6660,9187,2284,2530
2478,BCRABL_2384,3576,4574,1957,2111
2479,BCRABL_2432,320,420,219,171
2480,BCRABL_1468,1251,1798,871,786
2481,BCRABL_2208,2205,3002,1627,1492
2482,BCRABL_1162,2247,3103,1577,1274
2483,BCRABL_1909,6001,8143,2253,2132
2484,BCRABL_2598,2487,3176,1512,1468
2485,BCRABL_881,3154,4275,1384,1458
2486,BCRABL_1016,1568,2068,941,888
2487,BCRABL_3036,2696,3523,960,922
2488,BCRABL_1518,3464,4702,2345,1973
2489,BCRABL_1184,1472,1842,846,718
2490,BCRABL_1206,938,1343,609,438
2491,BCRABL_1399,1718,2484,1099,1023
2492,BCRABL_74,3751,4973,2069,2138
2493,BCRABL_1938,2591,3743,1823,1610
2494,BCRABL_1486,7604,10193,4299,4043
2495,BCRABL_1164,3018,3851,1657,1646
