,sgName,ABL_Plasmid_1,ABL_Plasmid_2,K562_ABE_1,K562_ABE_2
1015,BCRABL_572,3741,4981,1885,1684
1016,BCRABL_1608,1491,2068,892,726
1017,BCRABL_320,1491,1930,803,683
1018,BCRABL_642,2020,2748,1178,1092
1019,BCRABL_1244,5822,7879,3475,3259
1020,BCRABL_2179,4267,5660,2348,2061
1021,BCRABL_1816,445,679,295,273
1022,BCRABL_1740,11814,15676,6097,5136
1023,BCRABL_947,3617,4975,2403,2299
1024,BCRABL_486,7460,9810,4150,3602
1025,BCRABL_1944,3180,4094,1998,1797
1026,BCRABL_2523,3294,4497,1923,1680
1027,BCRABL_2201,1912,2475,1157,958
1028,BCRABL_1451,3163,4164,1767,1594
1029,BCRABL_2320,917,1155,459,508
1030,BCRABL_3083,364,506,249,183
1031,BCRABL_1720,3613,4748,1987,1695
1032,BCRABL_2985,1817,2380,1056,935
1033,BCRABL_485,2519,3355,1514,1442
1034,BCRABL_1372,2822,3943,1413,1384
1035,BCRABL_1721,2019,2571,1042,1012
1036,BCRABL_1889,4033,5523,2198,2034
1037,BCRABL_935,977,1344,783,558
1038,BCRABL_1914,2173,2989,1414,1295
1039,BCRABL_1056,2458,3322,1829,1707
1040,BCRABL_544,4219,5609,2844,2814
1041,BCRABL_1227,1504,2152,923,853
1042,BCRABL_2631,1391,1818,776,573
1043,BCRABL_701,1785,2451,921,1075
1044,BCRABL_2096,930,1322,505,413
1045,BCRABL_409,7548,10342,4589,4379
1046,BCRABL_2007,2669,3628,758,739
1047,BCRABL_2546,570,830,322,326
1048,BCRABL_2440,5911,7935,3664,3681
1049,BCRABL_1458,2388,3160,1528,1371
1050,BCRABL_3097,500,754,297,269
1051,BCRABL_977,4877,6439,2568,2475
1052,BCRABL_2008,6681,9040,1638,1763
1053,BCRABL_2578,4323,5787,2588,2190
1054,BCRABL_2882,3174,4517,2058,1758
1055,BCRABL_1029,3960,5285,2768,2270
1056,BCRABL_1351,2247,3105,1414,1419
1057,BCRABL_452,2297,3101,1350,1365
1058,BCRABL_1761,1430,2010,931,880
1059,BCRABL_1784,6408,8577,3673,3344
1060,BCRABL_160,3358,4628,1450,1375
1061,BCRABL_2207,12385,16854,7426,6908
1062,BCRABL_214,1336,1736,501,438
1063,BCRABL_2042,3589,4846,2301,2096
1064,BCRABL_1808,6102,8299,3889,3859
1065,BCRABL_2155,2349,3168,1244,1144
1066,BCRABL_2099,2297,2871,1265,1042
1067,BCRABL_2764,4464,6058,2425,2458
1068,BCRABL_2544,1481,1904,835,831
1069,BCRABL_1697,1070,1447,670,695
1070,BCRABL_1881,5303,7307,631,683
1071,BCRABL_1669,1756,2234,720,670
1072,BCRABL_3148,82,95,28,47
1073,BCRABL_643,3314,4528,2010,2099
1074,BCRABL_683,4385,5630,2416,2094
1075,BCRABL_2545,1808,2277,1186,948
1076,BCRABL_419,1431,1788,826,723
1077,BCRABL_42,1308,1680,575,508
1078,BCRABL_719,530,741,386,317
1079,BCRABL_2837,8655,11676,4199,3874
1080,BCRABL_1459,4368,6067,2793,2524
1081,BCRABL_142,700,806,281,245
1082,BCRABL_2233,5552,7425,3669,3523
1083,BCRABL_2983,5080,6707,2144,2100
1084,BCRABL_2181,2515,3328,1831,1517
1085,BCRABL_1552,2172,3017,1573,1263
1086,BCRABL_2404,2296,3156,1594,1357
1087,BCRABL_3085,476,616,344,292
1088,BCRABL_2986,495,588,197,277
1089,BCRABL_1895,888,1152,636,518
1090,BCRABL_668,4512,5924,1797,1842
1091,BCRABL_461,2927,3927,2018,1733
1092,BCRABL_3069,1908,2610,647,630
1093,BCRABL_3121,5849,8134,3820,3591
1094,BCRABL_13,992,1211,459,496
1095,BCRABL_3103,6412,8885,4137,3994
1096,BCRABL_349,2703,3490,1396,1255
1097,BCRABL_2987,5820,7561,3139,2731
1098,BCRABL_1540,2469,3329,1207,1255
1099,BCRABL_1798,3277,4508,1712,1362
1100,BCRABL_2823,4925,6492,2889,2702
1101,BCRABL_941,5326,7052,3595,3223
1102,BCRABL_547,4087,5503,2696,2544
1103,BCRABL_2285,1879,2504,1017,1038
1104,BCRABL_2609,2562,3524,1772,1567
1105,BCRABL_2451,68,89,32,40
1106,BCRABL_2969,1329,1826,802,913
1107,BCRABL_1627,1629,2118,666,663
1108,BCRABL_1609,1145,1617,717,552
1109,BCRABL_648,3946,5313,2098,1690
1110,BCRABL_1843,1132,1511,479,610
1111,BCRABL_2354,2113,2784,1356,1167
1112,BCRABL_1799,2367,3110,1041,994
1113,BCRABL_272,880,1157,485,544
1114,BCRABL_3016,1316,1694,777,744
1115,BCRABL_1014,847,1123,604,620
1116,BCRABL_645,4620,6158,2300,2008
1117,BCRABL_2412,953,1227,542,524
1118,BCRABL_641,4157,5451,2531,2382
1119,BCRABL_455,948,1320,616,490
1120,BCRABL_2265,10300,13925,7130,6448
1121,BCRABL_1116,3143,4395,2121,1800
1122,BCRABL_1800,1789,2361,776,727
1123,BCRABL_2104,3513,4792,2111,1987
1124,BCRABL_2202,6882,9193,4337,3735
1125,BCRABL_3009,6845,8970,3764,3325
1126,BCRABL_454,2812,3796,1525,1526
1127,BCRABL_520,4632,6295,2248,2015
1128,BCRABL_2177,1405,1934,914,862
1129,BCRABL_1806,304,441,100,114
1130,BCRABL_47,2913,3873,1276,1315
1131,BCRABL_1539,762,1121,540,487
1132,BCRABL_953,4884,6556,2587,2281
1133,BCRABL_1327,14322,19295,5803,5222
1134,BCRABL_91,1004,1462,614,583
1135,BCRABL_2136,1009,1567,650,633
1136,BCRABL_1915,6254,8613,3665,3651
1137,BCRABL_658,3407,4636,2084,1542
1138,BCRABL_2259,507,599,232,281
1139,BCRABL_2954,1412,1865,812,727
1140,BCRABL_613,2845,3789,1483,1171
1141,BCRABL_1890,9965,13692,6589,5694
1142,BCRABL_2442,7745,10440,4141,3736
1143,BCRABL_2525,1031,1456,741,712
1144,BCRABL_2520,2687,3727,2031,1786
1145,BCRABL_22,1754,2444,746,722
1146,BCRABL_1901,337,390,142,140
1147,BCRABL_1561,2119,3158,1552,1334
1148,BCRABL_2999,6457,8547,3475,3111
1149,BCRABL_3124,1999,2739,1437,1112
1150,BCRABL_1450,498,631,265,358
1151,BCRABL_663,2344,3113,1593,1373
1152,BCRABL_1557,1637,2195,763,803
1153,BCRABL_1998,1542,2054,988,888
1154,BCRABL_3021,3855,5237,2330,1810
1155,BCRABL_1265,11962,16136,7205,6960
1156,BCRABL_391,1318,1666,600,619
1157,BCRABL_2314,1787,2414,1057,1035
1158,BCRABL_1516,1905,2562,1380,1059
1159,BCRABL_2832,2799,3599,1776,1713
1160,BCRABL_1036,1874,2644,1236,1179
1161,BCRABL_2075,4904,6536,2790,2495
1162,BCRABL_3110,3510,4617,1817,1785
1163,BCRABL_2573,4298,5942,2579,2514
1164,BCRABL_3127,410,542,342,300
1165,BCRABL_1877,1459,1783,792,769
1166,BCRABL_1476,3542,4732,2125,2143
1167,BCRABL_1621,4696,6665,2567,2393
1168,BCRABL_453,1587,2214,1074,971
1169,BCRABL_718,261,336,182,121
1170,BCRABL_1506,1933,2573,1262,1210
1171,BCRABL_2290,629,897,612,386
1172,BCRABL_215,1503,1981,695,695
1173,BCRABL_716,3402,4408,1721,1681
1174,BCRABL_1896,1838,2545,1315,1264
1175,BCRABL_145,779,1088,379,374
1176,BCRABL_428,4677,5913,2668,2492
1177,BCRABL_2152,2366,3276,1303,1216
1178,BCRABL_1921,7668,10184,4179,3913
1179,BCRABL_1920,3570,4703,2400,2114
1180,BCRABL_982,2188,3092,1259,1055
1181,BCRABL_546,8696,11251,3884,3471
1182,BCRABL_1403,13127,18093,7790,7255
1183,BCRABL_1277,1908,2410,1179,1181
1184,BCRABL_910,343,483,212,163
1185,BCRABL_1943,3018,4041,1647,1445
1186,BCRABL_1679,2622,3583,1673,1575
1187,BCRABL_2234,2433,3186,1631,1155
1188,BCRABL_1743,3575,4953,2359,2144
1189,BCRABL_3098,9955,13321,5484,5126
1190,BCRABL_70,2151,2901,1210,1074
1191,BCRABL_949,6566,8491,4298,4061
1192,BCRABL_927,1580,2084,1248,957
1193,BCRABL_2980,3160,3987,1302,1401
1194,BCRABL_2763,2595,3450,1609,1394
1195,BCRABL_404,1101,1425,779,619
1196,BCRABL_2506,5232,6886,3062,2872
1197,BCRABL_1477,1529,1977,921,860
1198,BCRABL_3045,878,1125,523,517
1199,BCRABL_2519,2057,2923,1361,1215
1200,BCRABL_983,2405,3213,1603,1495
1201,BCRABL_1057,7011,9469,4157,3867
1202,BCRABL_1085,4668,6205,2756,2475
1203,BCRABL_2890,1877,2408,857,901
1204,BCRABL_1267,1987,2674,1202,1278
1205,BCRABL_198,2071,2781,595,644
1206,BCRABL_105,1364,1966,430,329
1207,BCRABL_2571,628,855,474,319
1208,BCRABL_3141,3199,4206,1607,1608
1209,BCRABL_3070,1798,2438,929,811
1210,BCRABL_2996,416,572,256,199
1211,BCRABL_2883,7566,10246,4282,4107
1212,BCRABL_107,6109,8422,3089,3120
1213,BCRABL_1528,221,234,112,148
1214,BCRABL_616,6565,8735,3196,2800
1215,BCRABL_1086,1696,2455,1267,1111
1216,BCRABL_483,1496,1877,802,745
1217,BCRABL_2352,11370,15067,6807,6481
1218,BCRABL_2405,2386,3345,1654,1334
1219,BCRABL_785,3299,4453,2445,2133
1220,BCRABL_2470,225,353,198,94
1221,BCRABL_3020,4774,6503,3079,2794
1222,BCRABL_2261,137,177,73,39
1223,BCRABL_2025,6847,9310,4244,3784
1224,BCRABL_271,552,741,298,279
1225,BCRABL_1504,1070,1584,706,582
1226,BCRABL_1913,1929,2456,882,896
1227,BCRABL_2487,343,484,177,204
1228,BCRABL_2331,10171,13507,4299,3684
1229,BCRABL_2401,1427,1870,935,884
1230,BCRABL_238,2192,2880,1397,1252
1231,BCRABL_2225,1577,2290,1236,1108
1232,BCRABL_737,2558,3658,1837,1657
1233,BCRABL_2342,5688,7631,3908,3786
1234,BCRABL_2995,2025,2776,1416,1492
1235,BCRABL_212,1008,1354,503,519
1236,BCRABL_1517,255,377,187,138
1237,BCRABL_1673,3632,4868,2254,2105
1238,BCRABL_275,3570,4581,1832,1837
1239,BCRABL_2353,1985,2679,1032,1042
1240,BCRABL_898,746,989,508,503
1241,BCRABL_493,1735,2242,782,735
1242,BCRABL_955,823,1052,587,611
1243,BCRABL_144,1740,2270,821,946
1244,BCRABL_232,1182,1690,776,674
1245,BCRABL_2245,674,903,502,497
1246,BCRABL_1978,1701,2280,748,681
1247,BCRABL_449,458,649,290,280
1248,BCRABL_555,6756,9212,3519,3093
1249,BCRABL_1371,6889,9632,4277,3705
1250,BCRABL_2167,8504,11207,5050,4750
1251,BCRABL_1672,4626,6490,3026,2517
1252,BCRABL_553,2301,3018,1369,1146
1253,BCRABL_1354,4810,6202,2522,2291
1254,BCRABL_183,1623,2108,951,858
1255,BCRABL_3017,3534,4721,1876,1621
1256,BCRABL_1269,3400,4478,1984,1754
1257,BCRABL_18,1372,1928,859,735
1258,BCRABL_112,1908,2320,209,174
1259,BCRABL_715,447,624,289,252
1260,BCRABL_1977,3364,4529,2037,1907
1261,BCRABL_1274,3447,4472,2304,1921
1262,BCRABL_1769,4381,6129,2279,2078
1263,BCRABL_3054,2036,2976,1235,1073
1264,BCRABL_353,257,313,193,155
1265,BCRABL_90,2036,2660,1185,964
1266,BCRABL_1035,869,1323,554,534
1267,BCRABL_2052,3111,4317,1844,1909
1268,BCRABL_2931,3882,5269,2824,2242
1269,BCRABL_862,1991,2923,1112,1068
1270,BCRABL_2325,1187,1487,678,559
1271,BCRABL_1402,4943,6746,2974,2861
1272,BCRABL_1073,5097,6682,3177,2947
1273,BCRABL_482,2303,3139,1330,1005
1274,BCRABL_2820,4102,5596,2715,2460
1275,BCRABL_1558,704,883,425,424
1276,BCRABL_1968,4083,5445,2071,1880
1277,BCRABL_1312,2943,3914,1800,1642
1278,BCRABL_596,4526,6101,2297,2218
1279,BCRABL_2076,1264,1540,703,752
1280,BCRABL_1405,5689,7723,3384,3152
1281,BCRABL_1742,4950,6740,3421,3297
1282,BCRABL_28,923,1218,500,390
1283,BCRABL_1906,4424,6115,2271,2070
1284,BCRABL_1898,447,608,287,226
1285,BCRABL_2967,5265,6935,2917,2724
1286,BCRABL_2993,5289,7169,3261,2931
1287,BCRABL_1553,1118,1512,600,615
1288,BCRABL_921,405,493,241,230
1289,BCRABL_2825,390,537,199,281
1290,BCRABL_665,9974,12979,4662,4511
1291,BCRABL_783,1784,2327,1138,1225
1292,BCRABL_505,6806,9544,2903,2603
1293,BCRABL_2204,2213,3031,1513,1559
1294,BCRABL_2435,3603,4805,2278,2056
1295,BCRABL_56,1436,1790,878,893
1296,BCRABL_3068,2143,3133,544,688
1297,BCRABL_845,1889,2569,1072,1042
1298,BCRABL_2341,6562,9086,3488,3287
1299,BCRABL_2041,2097,2875,907,943
1300,BCRABL_700,3569,4676,2224,1968
1301,BCRABL_181,3293,4377,1407,1341
1302,BCRABL_492,3281,4625,1227,1234
1303,BCRABL_2865,1870,2610,1062,1041
1304,BCRABL_2308,3365,4503,1763,1807
1305,BCRABL_241,1602,2140,772,785
1306,BCRABL_1818,515,703,362,222
1307,BCRABL_831,3284,4312,1942,1649
1308,BCRABL_2289,707,891,478,349
1309,BCRABL_956,6200,8245,3237,2944
1310,BCRABL_2258,890,1289,447,450
1311,BCRABL_1087,4901,6463,3642,3251
1312,BCRABL_2203,8203,11005,5185,4554
1313,BCRABL_2406,3380,4459,2056,1940
1314,BCRABL_316,1415,1764,721,646
1315,BCRABL_1475,981,1380,493,410
1316,BCRABL_2724,636,722,397,315
1317,BCRABL_20,505,694,271,199
1318,BCRABL_594,1192,1653,753,677
1319,BCRABL_1515,1527,2153,956,867
1320,BCRABL_1365,8328,11060,4680,4554
1321,BCRABL_960,6822,9133,4448,3850
1322,BCRABL_1749,981,1284,672,617
1323,BCRABL_2231,2208,3002,1245,1338
1324,BCRABL_599,4351,5807,2511,2116
1325,BCRABL_899,2999,3760,1757,1442
1326,BCRABL_593,1880,2406,1029,933
1327,BCRABL_1846,1688,2270,710,697
1328,BCRABL_834,872,1155,604,575
1329,BCRABL_1668,523,696,375,328
1330,BCRABL_3106,3660,4579,1647,1494
1331,BCRABL_2514,591,727,475,360
1332,BCRABL_1723,3199,4111,1512,1438
1333,BCRABL_1850,4047,5707,2495,2436
1334,BCRABL_1636,4428,5804,2292,2018
1335,BCRABL_757,9010,12229,4488,4229
1336,BCRABL_1012,965,1244,499,705
1337,BCRABL_1134,4946,6502,2725,2690
1338,BCRABL_2920,3661,5101,2422,2205
1339,BCRABL_630,8454,11397,4544,4096
1340,BCRABL_2994,8152,10851,5293,4491
1341,BCRABL_780,598,749,344,318
1342,BCRABL_2795,412,583,220,281
1343,BCRABL_2307,4809,6374,2935,2850
1344,BCRABL_114,4661,6115,2905,2499
1345,BCRABL_1115,798,1109,487,362
1346,BCRABL_1380,539,674,223,267
1347,BCRABL_1852,1793,2159,1097,1118
1348,BCRABL_943,1249,1675,927,897
1349,BCRABL_197,1306,1733,688,699
1350,BCRABL_1484,1391,2098,929,1018
1351,BCRABL_2411,617,759,346,341
1352,BCRABL_1446,2711,4033,1799,1531
1353,BCRABL_2178,1872,2542,1160,1072
1354,BCRABL_2436,2997,4016,2109,1886
1355,BCRABL_2039,2140,2849,514,485
1356,BCRABL_2696,1263,1621,748,655
1357,BCRABL_1762,11001,15188,6391,5943
1358,BCRABL_2949,3930,5509,2318,2093
1359,BCRABL_1885,3100,4061,1652,1550
1360,BCRABL_1999,2836,3854,1847,1473
1361,BCRABL_1922,3255,4405,1965,1855
1362,BCRABL_1306,4273,5672,2810,2476
1363,BCRABL_2468,845,1308,470,457
1364,BCRABL_30,213,271,119,84
1365,BCRABL_2323,1672,2205,1038,723
1366,BCRABL_3015,3555,4837,1934,1618
1367,BCRABL_1154,113,133,34,40
1368,BCRABL_1258,9571,13062,5949,5742
1369,BCRABL_1908,8247,10725,4760,4236
1370,BCRABL_3003,3924,5328,2065,2287
1371,BCRABL_1622,5260,7229,3209,2751
1372,BCRABL_2657,753,972,468,410
1373,BCRABL_739,1877,2392,1242,1155
1374,BCRABL_646,650,892,426,341
1375,BCRABL_2489,2899,3929,1601,1560
1376,BCRABL_1136,2048,2793,1420,1228
1377,BCRABL_99,4159,5559,2420,2148
1378,BCRABL_1072,5091,7098,2879,2586
1379,BCRABL_303,1596,2056,917,775
1380,BCRABL_1982,4007,5324,671,699
1381,BCRABL_1037,880,1191,489,526
1382,BCRABL_234,3008,4253,1841,1979
1383,BCRABL_2721,1892,2485,1051,973
1384,BCRABL_833,818,1069,532,507
1385,BCRABL_1038,382,482,256,247
1386,BCRABL_586,5167,6802,2971,2723
1387,BCRABL_1722,4062,5380,1524,1467
1388,BCRABL_3133,3117,4313,994,934
1389,BCRABL_1970,1656,2083,979,864
1390,BCRABL_1039,372,423,207,160
1391,BCRABL_2102,3682,4932,2467,2446
1392,BCRABL_2997,6462,8817,4430,4082
1393,BCRABL_2182,3015,4069,2291,2099
1394,BCRABL_580,3849,5027,2592,2352
1395,BCRABL_2739,784,998,411,469
1396,BCRABL_2445,3579,4725,1727,1461
1397,BCRABL_2143,3202,4408,1681,1614
1398,BCRABL_490,2803,3609,1103,1033
1399,BCRABL_350,3085,4356,1608,1570
1400,BCRABL_2060,6292,8817,1001,1100
1401,BCRABL_1744,2580,3573,1658,1578
1402,BCRABL_2005,3477,4627,2088,1807
1403,BCRABL_2738,4921,6489,3149,2678
1404,BCRABL_1801,4206,5839,3176,2877
1405,BCRABL_1151,218,332,181,143
1406,BCRABL_1862,1895,2607,1033,824
1407,BCRABL_1015,1197,1631,780,900
1408,BCRABL_1543,2796,3627,1838,1766
1409,BCRABL_954,6728,8948,2920,2734
1410,BCRABL_603,2079,2642,1376,1320
1411,BCRABL_3099,14863,19826,7444,6827
1412,BCRABL_877,3426,4758,2200,2077
1413,BCRABL_3007,917,1198,623,500
1414,BCRABL_2348,14333,18932,7319,6924
1415,BCRABL_1748,1005,1372,609,531
1416,BCRABL_1268,4913,6418,3001,2651
1417,BCRABL_570,1523,1992,947,917
1418,BCRABL_2879,4181,5719,3049,2792
1419,BCRABL_1118,2647,3611,1564,1368
1420,BCRABL_2264,201,209,110,130
1421,BCRABL_1734,1557,2013,1128,877
1422,BCRABL_3100,13969,18670,7185,6840
1423,BCRABL_421,1766,2379,1091,864
1424,BCRABL_1705,1162,1561,741,699
1425,BCRABL_3005,4811,6441,2517,2232
1426,BCRABL_598,2617,3401,1651,1629
1427,BCRABL_45,2345,3037,1287,1301
1428,BCRABL_2159,2133,2753,1105,914
1429,BCRABL_2501,24978,33439,15927,14219
1430,BCRABL_147,702,962,337,346
1431,BCRABL_385,1578,2057,891,861
1432,BCRABL_2183,1785,2341,1307,1255
1433,BCRABL_571,1446,1900,873,787
1434,BCRABL_397,1313,1731,562,419
1435,BCRABL_2762,3316,4559,2135,1938
1436,BCRABL_274,3954,5302,2094,2090
1437,BCRABL_1620,1709,2236,823,706
1438,BCRABL_3104,4955,6623,2917,2810
1439,BCRABL_410,1324,1687,922,814
1440,BCRABL_1803,444,609,333,240
1441,BCRABL_155,2199,2657,1100,986
1442,BCRABL_143,483,679,178,199
1443,BCRABL_2658,2795,3585,1703,1715
1444,BCRABL_865,4530,6221,2921,2653
1445,BCRABL_2540,290,383,191,141
1446,BCRABL_612,2944,3892,1857,1588
1447,BCRABL_3004,1346,1846,740,703
1448,BCRABL_1535,6518,8763,3481,3215
1449,BCRABL_1414,2624,3631,1687,1482
1450,BCRABL_1231,1985,2855,1229,979
1451,BCRABL_2742,5254,6996,3443,2962
1452,BCRABL_628,1119,1566,628,675
1453,BCRABL_1122,2279,3213,1187,1100
1454,BCRABL_1408,7089,9397,3881,3160
1455,BCRABL_2567,1917,2517,1195,1260
1456,BCRABL_201,1990,2733,936,814
1457,BCRABL_1817,1187,1650,740,659
1458,BCRABL_733,1994,2561,1304,1059
1459,BCRABL_2568,1781,2443,996,737
1460,BCRABL_1678,1370,1956,859,855
1461,BCRABL_3105,4176,5658,2190,2235
1462,BCRABL_1802,79,87,32,53
1463,BCRABL_2991,1880,2565,1040,990
1464,BCRABL_626,5760,7735,3615,3593
1465,BCRABL_964,2994,4028,1925,1756
1466,BCRABL_821,1568,2100,871,743
1467,BCRABL_908,1341,1898,738,798
1468,BCRABL_2156,2914,3803,1395,1435
1469,BCRABL_150,1465,1932,858,922
1470,BCRABL_1532,7286,9834,4105,3905
1471,BCRABL_735,2560,3377,1463,1538
1472,BCRABL_666,4233,5782,2439,2131
1473,BCRABL_1725,3790,5284,1823,1735
1474,BCRABL_2408,123,181,75,62
1475,BCRABL_1851,5360,7464,3644,3167
1476,BCRABL_2108,202,287,118,109
1477,BCRABL_1918,6646,9005,4754,4317
1478,BCRABL_1070,4538,6237,2642,2273
1479,BCRABL_2559,4790,6390,2732,2410
1480,BCRABL_2504,7968,10884,4776,4172
1481,BCRABL_3057,1913,2647,1399,1185
1482,BCRABL_2260,806,1065,433,412
1483,BCRABL_3101,2808,3653,1454,1343
1484,BCRABL_489,1924,2664,644,520
1485,BCRABL_2720,2353,3029,1147,1072
1486,BCRABL_2409,612,800,296,252
1487,BCRABL_1560,1712,2274,1036,993
1488,BCRABL_1990,2645,3626,1183,1093
1489,BCRABL_1406,3355,4470,2270,1826
1490,BCRABL_1807,1259,1811,1028,1064
1491,BCRABL_1521,1349,1695,910,672
1492,BCRABL_2164,3164,4297,1899,1568
1493,BCRABL_1633,2479,3499,1124,1035
1494,BCRABL_172,1502,1984,504,567
1495,BCRABL_2749,4283,5929,2653,2354
1496,BCRABL_1847,3504,4444,2386,2290
1497,BCRABL_2239,10961,15037,5616,5355
1498,BCRABL_1594,5143,7288,3554,3067
1499,BCRABL_1981,5174,7022,1521,1367
1500,BCRABL_0,1605,2263,1193,1205
1501,BCRABL_2819,10258,13912,5549,5353
1502,BCRABL_495,2010,2999,1632,1614
1503,BCRABL_2089,1639,2296,883,865
1504,BCRABL_3087,2253,3159,1310,1214
1505,BCRABL_1137,2181,3106,1590,1212
1506,BCRABL_1980,3450,4696,1498,1426
1507,BCRABL_158,900,1130,453,494
1508,BCRABL_2312,1128,1472,734,516
1509,BCRABL_1884,2214,2971,1086,1130
1510,BCRABL_2984,2184,2948,1115,1129
1511,BCRABL_2010,1456,1807,660,687
1512,BCRABL_1786,582,883,449,330
1513,BCRABL_1853,5474,7441,4037,3622
1514,BCRABL_1530,169,216,99,99
1515,BCRABL_2351,3559,4762,2633,2140
1516,BCRABL_407,4055,5591,2620,2561
1517,BCRABL_2979,1436,1890,846,703
1518,BCRABL_2868,2090,2669,1229,1215
1519,BCRABL_2842,3946,5316,2388,2101
1520,BCRABL_1745,3644,4865,2152,1991
1521,BCRABL_2087,3655,5097,2292,2128
1522,BCRABL_1185,3596,4860,1901,1848
1523,BCRABL_2580,2634,3367,1281,1270
1524,BCRABL_1643,5172,7159,3609,3253
1525,BCRABL_1954,1026,1478,777,614
1526,BCRABL_1905,2578,3449,1406,1306
1527,BCRABL_1634,6302,8118,3048,2766
1528,BCRABL_1854,10130,13609,5998,6130
1529,BCRABL_2362,3077,3962,1737,1543
1530,BCRABL_1187,1648,2220,385,416
1531,BCRABL_2747,3961,5469,2818,2388
1532,BCRABL_627,3152,4030,2088,2040
1533,BCRABL_2745,592,783,404,264
1534,BCRABL_1328,3435,4554,1736,1395
1535,BCRABL_1610,1204,1644,542,456
1536,BCRABL_1257,1157,1701,787,620
1537,BCRABL_1509,1560,2156,1129,967
1538,BCRABL_2236,12897,17514,7179,6676
1539,BCRABL_3102,2927,3889,1652,1429
1540,BCRABL_1645,1631,2282,1060,1056
1541,BCRABL_2235,1600,2191,1169,1141
1542,BCRABL_979,2124,2817,1211,1215
1543,BCRABL_2502,910,1200,534,586
1544,BCRABL_14,210,284,112,80
1545,BCRABL_2398,1397,1836,753,845
1546,BCRABL_3044,998,1301,648,556
1547,BCRABL_538,1934,2691,972,832
1548,BCRABL_2518,122,169,40,93
1549,BCRABL_2503,1126,1541,905,947
1550,BCRABL_792,827,1012,557,491
1551,BCRABL_551,1052,1497,648,648
1552,BCRABL_765,2052,2669,1010,1069
1553,BCRABL_901,2213,2942,1424,1266
1554,BCRABL_379,15645,21217,9090,8661
1555,BCRABL_2438,3037,3876,1315,1305
1556,BCRABL_909,3152,3948,1755,1577
1557,BCRABL_2229,2702,3571,1683,1617
1558,BCRABL_2357,3139,4414,2007,1944
1559,BCRABL_1961,4562,6273,2757,2511
1560,BCRABL_1485,3586,4866,2158,2103
1561,BCRABL_2968,1887,2581,1066,1015
1562,BCRABL_116,560,725,397,398
1563,BCRABL_1997,2128,2928,1336,1082
1564,BCRABL_1708,3876,5480,2462,2497
1565,BCRABL_2642,4301,5564,2049,1693
1566,BCRABL_827,4795,6257,2275,2231
1567,BCRABL_1545,4768,6647,3637,3180
1568,BCRABL_1670,3335,4606,2455,2137
1569,BCRABL_2896,1146,1498,707,619
1570,BCRABL_975,6056,7905,3135,2965
1571,BCRABL_2360,8147,11418,4620,4425
1572,BCRABL_1783,2958,3838,1719,1374
1573,BCRABL_2793,1366,1801,686,613
1574,BCRABL_12,965,1116,572,554
1575,BCRABL_1496,4925,6667,2883,2519
1576,BCRABL_179,2304,2938,1028,932
1577,BCRABL_980,2295,3186,1654,1386
1578,BCRABL_2006,5512,7381,1747,1532
1579,BCRABL_1030,5562,7539,3265,2945
1580,BCRABL_2055,3384,4381,2310,1843
1581,BCRABL_2616,678,834,392,342
1582,BCRABL_2843,2941,3949,1735,1713
1583,BCRABL_1119,1850,2489,1080,1028
1584,BCRABL_1544,653,909,414,423
1585,BCRABL_194,4472,5798,1796,1705
1586,BCRABL_228,743,942,358,308
1587,BCRABL_545,3343,4472,1876,1903
1588,BCRABL_2105,1676,2190,1011,1035
1589,BCRABL_2063,2497,3473,962,851
1590,BCRABL_2662,1025,1362,761,649
1591,BCRABL_1883,2657,3514,536,540
1592,BCRABL_2505,4070,5477,2407,2049
1593,BCRABL_1514,2162,2834,1229,1093
1594,BCRABL_2165,4648,6174,3072,2838
1595,BCRABL_1286,3451,4413,1741,1814
1596,BCRABL_16,1340,1756,521,525
1597,BCRABL_1404,10704,14512,5875,5756
1598,BCRABL_1381,3695,5037,939,988
1599,BCRABL_3126,4911,6516,2775,2813
1600,BCRABL_230,3744,5022,2312,2162
1601,BCRABL_2166,3417,4580,1919,1766
1602,BCRABL_540,2687,3706,1646,1467
1603,BCRABL_1562,832,1158,586,541
1604,BCRABL_1519,4841,6541,2663,2546
1605,BCRABL_151,2155,2641,1172,985
1606,BCRABL_1199,1049,1586,656,566
1607,BCRABL_1675,9010,12431,5479,5566
1608,BCRABL_1232,5257,7398,2500,2377
1609,BCRABL_828,1789,2336,1038,940
1610,BCRABL_509,663,923,429,330
1611,BCRABL_1121,3845,5291,2316,2225
1612,BCRABL_698,2049,2726,1255,1062
1613,BCRABL_591,5351,7032,3110,2869
1614,BCRABL_2512,766,994,423,432
1615,BCRABL_2799,460,612,304,224
1616,BCRABL_1186,872,1169,550,568
1617,BCRABL_2574,7541,9959,4472,4045
1618,BCRABL_2936,3634,4791,2079,1909
1619,BCRABL_2841,7118,9722,3545,3276
1620,BCRABL_1531,382,515,230,186
1621,BCRABL_1729,2818,3859,1995,1870
1622,BCRABL_1904,4330,5833,2682,2311
1623,BCRABL_1233,1876,2425,1123,991
1624,BCRABL_1875,5083,7117,3208,3341
1625,BCRABL_2004,3460,4839,2205,2084
1626,BCRABL_1603,5540,7411,2954,2965
1627,BCRABL_1512,786,1108,493,536
1628,BCRABL_2298,6949,9172,3327,3016
1629,BCRABL_1028,2185,2994,1364,1266
